日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率,date,品种
2018-07-12,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,103.79,0.07,0.07,1.84,1.83,61.0,,2018-07-12,中证交易所绿色债券指数
2018-07-13,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,103.85,0.06,0.06,1.54,1.52,61.0,,2018-07-13,中证交易所绿色债券指数
2018-07-16,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,103.93,0.08,0.08,2.15,2.12,61.0,,2018-07-16,中证交易所绿色债券指数
2018-07-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.01,0.09,0.08,1.21,1.22,61.0,,2018-07-17,中证交易所绿色债券指数
2018-07-18,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.04,0.03,0.03,4.33,4.35,61.0,,2018-07-18,中证交易所绿色债券指数
2018-07-19,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.12,0.08,0.08,2.61,2.63,61.0,,2018-07-19,中证交易所绿色债券指数
2018-07-20,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.21,0.08,0.08,3.75,3.72,61.0,,2018-07-20,中证交易所绿色债券指数
2018-07-23,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.37,0.17,0.16,0.63,0.63,61.0,,2018-07-23,中证交易所绿色债券指数
2018-07-24,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.46,0.1,0.09,0.8,0.79,61.0,,2018-07-24,中证交易所绿色债券指数
2018-07-25,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.52,0.05,0.05,0.0,0.0,61.0,,2018-07-25,中证交易所绿色债券指数
2018-07-26,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.57,0.05,0.05,5.81,5.77,61.0,,2018-07-26,中证交易所绿色债券指数
2018-07-27,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.72,0.15,0.14,0.84,0.83,61.0,,2018-07-27,中证交易所绿色债券指数
2018-07-30,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.84,0.13,0.12,0.1,0.1,61.0,,2018-07-30,中证交易所绿色债券指数
2018-07-31,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.98,0.13,0.13,1.1,1.09,61.0,,2018-07-31,中证交易所绿色债券指数
2018-08-01,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.06,0.08,0.08,0.7,0.71,63.0,,2018-08-01,中证交易所绿色债券指数
2018-08-02,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.27,0.21,0.2,1.32,1.28,63.0,,2018-08-02,中证交易所绿色债券指数
2018-08-03,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.43,0.16,0.15,2.98,2.92,63.0,,2018-08-03,中证交易所绿色债券指数
2018-08-06,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.49,0.06,0.06,0.31,0.31,63.0,,2018-08-06,中证交易所绿色债券指数
2018-08-07,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.67,0.19,0.18,0.5,0.49,63.0,,2018-08-07,中证交易所绿色债券指数
2018-08-08,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.74,0.07,0.06,4.38,4.33,63.0,,2018-08-08,中证交易所绿色债券指数
2018-08-09,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.66,-0.08,-0.08,0.79,0.78,63.0,,2018-08-09,中证交易所绿色债券指数
2018-08-10,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.38,-0.27,-0.26,0.1,0.1,63.0,,2018-08-10,中证交易所绿色债券指数
2018-08-13,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.3,-0.08,-0.08,0.7,0.65,63.0,,2018-08-13,中证交易所绿色债券指数
2018-08-14,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.21,-0.09,-0.09,0.81,0.82,63.0,,2018-08-14,中证交易所绿色债券指数
2018-08-15,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.21,0.0,0.0,0.01,0.0,63.0,,2018-08-15,中证交易所绿色债券指数
2018-08-16,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.22,0.01,0.01,1.82,1.82,63.0,,2018-08-16,中证交易所绿色债券指数
2018-08-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.15,-0.07,-0.07,0.73,0.73,63.0,,2018-08-17,中证交易所绿色债券指数
2018-08-20,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.83,-0.32,-0.3,0.07,0.07,63.0,,2018-08-20,中证交易所绿色债券指数
2018-08-21,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.82,-0.01,-0.01,0.61,0.6,63.0,,2018-08-21,中证交易所绿色债券指数
2018-08-22,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.8,-0.02,-0.02,0.53,0.53,63.0,,2018-08-22,中证交易所绿色债券指数
2018-08-23,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.79,-0.01,-0.01,2.44,2.38,63.0,,2018-08-23,中证交易所绿色债券指数
2018-08-24,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.82,0.03,0.03,1.2,1.2,63.0,,2018-08-24,中证交易所绿色债券指数
2018-08-27,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.83,0.02,0.01,1.8,1.81,63.0,,2018-08-27,中证交易所绿色债券指数
2018-08-28,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.85,0.02,0.01,0.43,0.43,63.0,,2018-08-28,中证交易所绿色债券指数
2018-08-29,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.78,-0.07,-0.07,0.67,0.67,63.0,,2018-08-29,中证交易所绿色债券指数
2018-08-30,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.72,-0.06,-0.06,0.15,0.15,63.0,,2018-08-30,中证交易所绿色债券指数
2018-08-31,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.8,0.09,0.08,0.7,0.7,63.0,,2018-08-31,中证交易所绿色债券指数
2018-09-03,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.86,0.05,0.05,1.2,1.22,68.0,,2018-09-03,中证交易所绿色债券指数
2018-09-04,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.87,0.01,0.01,0.25,0.24,64.0,,2018-09-04,中证交易所绿色债券指数
2018-09-05,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.9,0.03,0.03,3.05,3.02,64.0,,2018-09-05,中证交易所绿色债券指数
2018-09-06,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.89,-0.01,-0.01,1.16,1.14,64.0,,2018-09-06,中证交易所绿色债券指数
2018-09-07,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.91,0.02,0.02,4.25,4.21,64.0,,2018-09-07,中证交易所绿色债券指数
2018-09-10,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.9,-0.01,-0.01,0.63,0.62,64.0,,2018-09-10,中证交易所绿色债券指数
2018-09-11,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.92,0.02,0.01,2.48,2.43,64.0,,2018-09-11,中证交易所绿色债券指数
2018-09-12,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.84,-0.08,-0.08,3.03,2.98,64.0,,2018-09-12,中证交易所绿色债券指数
2018-09-13,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.84,0.01,0.01,2.5,2.49,64.0,,2018-09-13,中证交易所绿色债券指数
2018-09-14,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.86,0.02,0.02,1.0,0.99,64.0,,2018-09-14,中证交易所绿色债券指数
2018-09-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.9,0.04,0.04,0.3,0.29,64.0,,2018-09-17,中证交易所绿色债券指数
2018-09-18,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.94,0.03,0.03,0.04,0.04,64.0,,2018-09-18,中证交易所绿色债券指数
2018-09-19,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.96,0.03,0.02,0.03,0.03,64.0,,2018-09-19,中证交易所绿色债券指数
2018-09-20,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,104.95,-0.01,-0.01,1.9,1.9,64.0,,2018-09-20,中证交易所绿色债券指数
2018-09-21,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.02,0.07,0.06,0.5,0.5,64.0,,2018-09-21,中证交易所绿色债券指数
2018-09-25,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.09,0.07,0.06,0.0,0.0,64.0,,2018-09-25,中证交易所绿色债券指数
2018-09-26,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.09,0.01,0.01,0.01,0.01,64.0,,2018-09-26,中证交易所绿色债券指数
2018-09-27,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.13,0.03,0.03,0.68,0.66,64.0,,2018-09-27,中证交易所绿色债券指数
2018-09-28,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.19,0.07,0.06,1.02,0.99,64.0,,2018-09-28,中证交易所绿色债券指数
2018-10-08,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.35,0.16,0.15,3.04,3.01,71.0,,2018-10-08,中证交易所绿色债券指数
2018-10-09,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.41,0.06,0.06,1.3,1.3,71.0,,2018-10-09,中证交易所绿色债券指数
2018-10-10,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.47,0.06,0.05,3.61,3.6,71.0,,2018-10-10,中证交易所绿色债券指数
2018-10-11,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.54,0.08,0.07,3.7,3.71,71.0,,2018-10-11,中证交易所绿色债券指数
2018-10-12,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.57,0.03,0.03,2.4,2.38,71.0,,2018-10-12,中证交易所绿色债券指数
2018-10-15,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.73,0.16,0.16,2.72,2.75,71.0,,2018-10-15,中证交易所绿色债券指数
2018-10-16,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.77,0.03,0.03,1.85,1.82,71.0,,2018-10-16,中证交易所绿色债券指数
2018-10-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.76,0.0,0.0,0.5,0.5,71.0,,2018-10-17,中证交易所绿色债券指数
2018-10-18,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.8,0.03,0.03,1.2,1.2,71.0,,2018-10-18,中证交易所绿色债券指数
2018-10-19,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.85,0.06,0.05,2.6,2.61,71.0,,2018-10-19,中证交易所绿色债券指数
2018-10-22,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.85,0.0,0.0,0.4,0.4,71.0,,2018-10-22,中证交易所绿色债券指数
2018-10-23,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.92,0.08,0.07,1.3,1.27,71.0,,2018-10-23,中证交易所绿色债券指数
2018-10-24,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.92,0.0,0.0,3.8,3.79,71.0,,2018-10-24,中证交易所绿色债券指数
2018-10-25,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,105.95,0.03,0.03,2.81,2.75,71.0,,2018-10-25,中证交易所绿色债券指数
2018-10-26,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.02,0.07,0.07,0.42,0.42,71.0,,2018-10-26,中证交易所绿色债券指数
2018-10-29,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.07,0.05,0.04,5.0,4.88,71.0,,2018-10-29,中证交易所绿色债券指数
2018-10-30,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.13,0.06,0.06,3.8,3.46,71.0,,2018-10-30,中证交易所绿色债券指数
2018-10-31,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.18,0.06,0.05,4.26,4.19,71.0,,2018-10-31,中证交易所绿色债券指数
2018-11-01,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.23,0.04,0.04,3.85,3.53,73.0,,2018-11-01,中证交易所绿色债券指数
2018-11-02,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.28,0.05,0.05,2.01,2.04,73.0,,2018-11-02,中证交易所绿色债券指数
2018-11-05,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.34,0.07,0.06,1.7,1.68,73.0,,2018-11-05,中证交易所绿色债券指数
2018-11-06,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.38,0.04,0.04,0.8,0.8,73.0,,2018-11-06,中证交易所绿色债券指数
2018-11-07,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.42,0.04,0.04,0.78,0.78,73.0,,2018-11-07,中证交易所绿色债券指数
2018-11-08,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.48,0.07,0.06,0.66,0.67,73.0,,2018-11-08,中证交易所绿色债券指数
2018-11-09,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.54,0.06,0.06,0.7,0.69,73.0,,2018-11-09,中证交易所绿色债券指数
2018-11-12,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.59,0.04,0.04,1.8,1.82,73.0,,2018-11-12,中证交易所绿色债券指数
2018-11-13,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.59,0.0,0.0,3.7,3.76,73.0,,2018-11-13,中证交易所绿色债券指数
2018-11-14,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.78,0.19,0.18,2.53,2.5,73.0,,2018-11-14,中证交易所绿色债券指数
2018-11-15,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,106.85,0.06,0.06,3.1,3.11,73.0,,2018-11-15,中证交易所绿色债券指数
2018-11-16,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.04,0.19,0.18,1.61,1.63,73.0,,2018-11-16,中证交易所绿色债券指数
2018-11-19,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.11,0.07,0.07,0.97,0.95,73.0,,2018-11-19,中证交易所绿色债券指数
2018-11-20,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.23,0.12,0.11,4.03,4.1,73.0,,2018-11-20,中证交易所绿色债券指数
2018-11-21,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.22,-0.01,-0.01,2.04,2.02,73.0,,2018-11-21,中证交易所绿色债券指数
2018-11-22,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.26,0.04,0.04,1.7,1.66,73.0,,2018-11-22,中证交易所绿色债券指数
2018-11-23,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.33,0.06,0.06,0.4,0.4,73.0,,2018-11-23,中证交易所绿色债券指数
2018-11-26,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.35,0.03,0.03,1.9,1.83,73.0,,2018-11-26,中证交易所绿色债券指数
2018-11-27,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.41,0.06,0.05,0.0,0.0,73.0,,2018-11-27,中证交易所绿色债券指数
2018-11-28,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.4,-0.01,-0.01,0.27,0.26,73.0,,2018-11-28,中证交易所绿色债券指数
2018-11-29,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.41,0.01,0.01,6.0,6.14,73.0,,2018-11-29,中证交易所绿色债券指数
2018-11-30,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.44,0.02,0.02,1.15,1.14,73.0,,2018-11-30,中证交易所绿色债券指数
2018-12-03,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.47,0.03,0.03,3.01,2.99,76.0,,2018-12-03,中证交易所绿色债券指数
2018-12-04,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.51,0.04,0.04,2.41,2.45,76.0,,2018-12-04,中证交易所绿色债券指数
2018-12-05,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.54,0.03,0.03,3.75,3.76,76.0,,2018-12-05,中证交易所绿色债券指数
2018-12-06,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.66,0.12,0.11,2.0,2.02,76.0,,2018-12-06,中证交易所绿色债券指数
2018-12-07,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.75,0.09,0.09,3.51,3.53,76.0,,2018-12-07,中证交易所绿色债券指数
2018-12-10,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.84,0.08,0.08,1.4,1.43,76.0,,2018-12-10,中证交易所绿色债券指数
2018-12-11,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.88,0.04,0.04,1.64,1.69,76.0,,2018-12-11,中证交易所绿色债券指数
2018-12-12,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.94,0.06,0.05,0.0,0.0,76.0,,2018-12-12,中证交易所绿色债券指数
2018-12-13,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.93,-0.01,-0.01,3.4,3.44,76.0,,2018-12-13,中证交易所绿色债券指数
2018-12-14,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.91,-0.02,-0.02,0.4,0.39,76.0,,2018-12-14,中证交易所绿色债券指数
2018-12-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.91,0.0,0.0,0.0,0.0,76.0,,2018-12-17,中证交易所绿色债券指数
2018-12-18,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.83,-0.08,-0.07,1.9,1.91,76.0,,2018-12-18,中证交易所绿色债券指数
2018-12-19,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.81,-0.02,-0.02,0.2,0.2,76.0,,2018-12-19,中证交易所绿色债券指数
2018-12-20,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.83,0.02,0.02,0.45,0.44,76.0,,2018-12-20,中证交易所绿色债券指数
2018-12-21,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.93,0.1,0.09,0.75,0.76,76.0,,2018-12-21,中证交易所绿色债券指数
2018-12-24,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.98,0.06,0.06,0.4,0.4,76.0,,2018-12-24,中证交易所绿色债券指数
2018-12-25,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.0,0.01,0.01,1.95,1.92,76.0,,2018-12-25,中证交易所绿色债券指数
2018-12-26,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.01,0.02,0.02,2.92,2.87,76.0,,2018-12-26,中证交易所绿色债券指数
2018-12-27,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,107.99,-0.02,-0.02,1.8,1.84,76.0,,2018-12-27,中证交易所绿色债券指数
2018-12-28,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.07,0.08,0.08,0.05,0.05,76.0,,2018-12-28,中证交易所绿色债券指数
2019-01-02,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.29,0.21,0.2,1.74,1.76,81.0,,2019-01-02,中证交易所绿色债券指数
2019-01-03,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.46,0.18,0.16,8.58,8.63,81.0,,2019-01-03,中证交易所绿色债券指数
2019-01-04,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.57,0.11,0.1,1.75,1.78,81.0,,2019-01-04,中证交易所绿色债券指数
2019-01-07,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.76,0.19,0.17,4.56,4.64,81.0,,2019-01-07,中证交易所绿色债券指数
2019-01-08,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,108.94,0.18,0.16,7.87,8.06,81.0,,2019-01-08,中证交易所绿色债券指数
2019-01-09,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.07,0.14,0.12,1.03,1.05,81.0,,2019-01-09,中证交易所绿色债券指数
2019-01-10,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.19,0.12,0.11,2.56,2.56,81.0,,2019-01-10,中证交易所绿色债券指数
2019-01-11,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.24,0.05,0.05,1.67,1.68,81.0,,2019-01-11,中证交易所绿色债券指数
2019-01-14,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.28,0.03,0.03,2.8,2.82,81.0,,2019-01-14,中证交易所绿色债券指数
2019-01-15,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.23,-0.05,-0.05,2.94,2.98,81.0,,2019-01-15,中证交易所绿色债券指数
2019-01-16,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.21,-0.02,-0.01,1.31,1.34,81.0,,2019-01-16,中证交易所绿色债券指数
2019-01-17,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.24,0.03,0.03,5.58,5.65,81.0,,2019-01-17,中证交易所绿色债券指数
2019-01-18,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.31,0.07,0.06,2.17,2.21,81.0,,2019-01-18,中证交易所绿色债券指数
2019-01-21,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.3,-0.01,-0.01,2.01,2.01,81.0,,2019-01-21,中证交易所绿色债券指数
2019-01-22,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.34,0.04,0.04,1.75,1.75,81.0,,2019-01-22,中证交易所绿色债券指数
2019-01-23,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.36,0.03,0.02,1.73,1.72,81.0,,2019-01-23,中证交易所绿色债券指数
2019-01-24,930951,中证交易所绿色债券指数,交易所绿色债,CSI Exchange Green Bond Index,Exchange Green Bond,,,,109.37,0.01,0.01,0.4,0.41,81.0,,2019-01-24,中证交易所绿色债券指数
